document_id,source_id,document_type,split,is_augmented,augmentation_type,image_path,annotation_path,image_width,image_height,watermark_tag,created_date
SYN-PAN-000004,SYN-PAN-000004,pan,train,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000004.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:04.723841+00:00
SYN-PAN-000004_blur,SYN-PAN-000004,pan,train,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000004_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:04.798664+00:00
SYN-PAN-000004_rotate,SYN-PAN-000004,pan,train,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000004_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:04.835869+00:00
SYN-PAN-000004_low_contrast,SYN-PAN-000004,pan,train,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000004_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:04.887248+00:00
SYN-PAN-000004_low_resolution,SYN-PAN-000004,pan,train,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000004_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:04.955028+00:00
SYN-PAN-000005,SYN-PAN-000005,pan,train,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000005.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.102393+00:00
SYN-PAN-000005_blur,SYN-PAN-000005,pan,train,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000005_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.174143+00:00
SYN-PAN-000005_rotate,SYN-PAN-000005,pan,train,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000005_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.204395+00:00
SYN-PAN-000005_low_contrast,SYN-PAN-000005,pan,train,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000005_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.241863+00:00
SYN-PAN-000005_low_resolution,SYN-PAN-000005,pan,train,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000005_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.286737+00:00
SYN-PAN-000006,SYN-PAN-000006,pan,train,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000006.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.429836+00:00
SYN-PAN-000006_blur,SYN-PAN-000006,pan,train,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000006_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.500777+00:00
SYN-PAN-000006_rotate,SYN-PAN-000006,pan,train,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000006_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.529365+00:00
SYN-PAN-000006_low_contrast,SYN-PAN-000006,pan,train,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000006_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.566853+00:00
SYN-PAN-000006_low_resolution,SYN-PAN-000006,pan,train,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000006_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.611138+00:00
SYN-PAN-000007,SYN-PAN-000007,pan,train,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000007.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000007.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.755124+00:00
SYN-PAN-000007_blur,SYN-PAN-000007,pan,train,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000007_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000007.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.825327+00:00
SYN-PAN-000007_rotate,SYN-PAN-000007,pan,train,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000007_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000007.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.856157+00:00
SYN-PAN-000007_low_contrast,SYN-PAN-000007,pan,train,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000007_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000007.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.902983+00:00
SYN-PAN-000007_low_resolution,SYN-PAN-000007,pan,train,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000007_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000007.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:05.966780+00:00
SYN-PAN-000008,SYN-PAN-000008,pan,train,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000008.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000008.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.109161+00:00
SYN-PAN-000008_blur,SYN-PAN-000008,pan,train,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000008_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000008.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.182927+00:00
SYN-PAN-000008_rotate,SYN-PAN-000008,pan,train,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000008_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000008.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.216389+00:00
SYN-PAN-000008_low_contrast,SYN-PAN-000008,pan,train,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000008_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000008.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.256405+00:00
SYN-PAN-000008_low_resolution,SYN-PAN-000008,pan,train,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000008_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000008.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.304043+00:00
SYN-PAN-000009,SYN-PAN-000009,pan,train,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000009.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000009.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.444695+00:00
SYN-PAN-000009_blur,SYN-PAN-000009,pan,train,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000009_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000009.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.516033+00:00
SYN-PAN-000009_rotate,SYN-PAN-000009,pan,train,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000009_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000009.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.546336+00:00
SYN-PAN-000009_low_contrast,SYN-PAN-000009,pan,train,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000009_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000009.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.585589+00:00
SYN-PAN-000009_low_resolution,SYN-PAN-000009,pan,train,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000009_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000009.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.632686+00:00
SYN-PAN-000010,SYN-PAN-000010,pan,train,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000010.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000010.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.784852+00:00
SYN-PAN-000010_blur,SYN-PAN-000010,pan,train,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000010_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000010.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.854426+00:00
SYN-PAN-000010_rotate,SYN-PAN-000010,pan,train,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000010_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000010.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.883253+00:00
SYN-PAN-000010_low_contrast,SYN-PAN-000010,pan,train,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000010_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000010.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.920692+00:00
SYN-PAN-000010_low_resolution,SYN-PAN-000010,pan,train,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000010_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000010.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:06.965199+00:00
SYN-PAN-000011,SYN-PAN-000011,pan,val,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000011.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000011.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.110426+00:00
SYN-PAN-000011_blur,SYN-PAN-000011,pan,val,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000011_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000011.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.182069+00:00
SYN-PAN-000011_rotate,SYN-PAN-000011,pan,val,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000011_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000011.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.217432+00:00
SYN-PAN-000011_low_contrast,SYN-PAN-000011,pan,val,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000011_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000011.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.254957+00:00
SYN-PAN-000011_low_resolution,SYN-PAN-000011,pan,val,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000011_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000011.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.299147+00:00
SYN-PAN-000012,SYN-PAN-000012,pan,val,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000012.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000012.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.439502+00:00
SYN-PAN-000012_blur,SYN-PAN-000012,pan,val,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000012_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000012.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.514081+00:00
SYN-PAN-000012_rotate,SYN-PAN-000012,pan,val,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000012_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000012.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.545273+00:00
SYN-PAN-000012_low_contrast,SYN-PAN-000012,pan,val,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000012_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000012.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.583882+00:00
SYN-PAN-000012_low_resolution,SYN-PAN-000012,pan,val,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000012_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000012.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.628237+00:00
SYN-PAN-000013,SYN-PAN-000013,pan,test,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000013.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000013.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.776168+00:00
SYN-PAN-000013_blur,SYN-PAN-000013,pan,test,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000013_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000013.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.846333+00:00
SYN-PAN-000013_rotate,SYN-PAN-000013,pan,test,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000013_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000013.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.877874+00:00
SYN-PAN-000013_low_contrast,SYN-PAN-000013,pan,test,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000013_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000013.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.917526+00:00
SYN-PAN-000013_low_resolution,SYN-PAN-000013,pan,test,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000013_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000013.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:07.962562+00:00
SYN-PAN-000014,SYN-PAN-000014,pan,test,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000014.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000014.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.128522+00:00
SYN-PAN-000014_blur,SYN-PAN-000014,pan,test,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000014_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000014.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.201211+00:00
SYN-PAN-000014_rotate,SYN-PAN-000014,pan,test,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000014_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000014.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.230003+00:00
SYN-PAN-000014_low_contrast,SYN-PAN-000014,pan,test,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000014_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000014.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.270179+00:00
SYN-PAN-000014_low_resolution,SYN-PAN-000014,pan,test,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000014_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000014.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.315702+00:00
SYN-PAN-000015,SYN-PAN-000015,pan,test,False,,synthetic_doc_dataset\raw\pan\images\SYN-PAN-000015.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000015.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.462905+00:00
SYN-PAN-000015_blur,SYN-PAN-000015,pan,test,True,blur,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000015_blur.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000015.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.534633+00:00
SYN-PAN-000015_rotate,SYN-PAN-000015,pan,test,True,rotate,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000015_rotate.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000015.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.569480+00:00
SYN-PAN-000015_low_contrast,SYN-PAN-000015,pan,test,True,low_contrast,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000015_low_contrast.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000015.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.608817+00:00
SYN-PAN-000015_low_resolution,SYN-PAN-000015,pan,test,True,low_resolution,synthetic_doc_dataset\augmented\pan\images\SYN-PAN-000015_low_resolution.png,synthetic_doc_dataset\annotations\pan\SYN-PAN-000015.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.652688+00:00
SYN-MCA-000001,SYN-MCA-000001,mca,train,False,,synthetic_doc_dataset\raw\mca\images\SYN-MCA-000001.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000001.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.800383+00:00
SYN-MCA-000001_blur,SYN-MCA-000001,mca,train,True,blur,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000001_blur.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000001.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.875342+00:00
SYN-MCA-000001_rotate,SYN-MCA-000001,mca,train,True,rotate,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000001_rotate.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000001.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.910063+00:00
SYN-MCA-000001_low_contrast,SYN-MCA-000001,mca,train,True,low_contrast,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000001_low_contrast.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000001.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:08.953038+00:00
SYN-MCA-000001_low_resolution,SYN-MCA-000001,mca,train,True,low_resolution,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000001_low_resolution.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000001.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.003514+00:00
SYN-MCA-000002,SYN-MCA-000002,mca,train,False,,synthetic_doc_dataset\raw\mca\images\SYN-MCA-000002.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000002.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.161708+00:00
SYN-MCA-000002_blur,SYN-MCA-000002,mca,train,True,blur,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000002_blur.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000002.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.242762+00:00
SYN-MCA-000002_rotate,SYN-MCA-000002,mca,train,True,rotate,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000002_rotate.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000002.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.280397+00:00
SYN-MCA-000002_low_contrast,SYN-MCA-000002,mca,train,True,low_contrast,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000002_low_contrast.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000002.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.324129+00:00
SYN-MCA-000002_low_resolution,SYN-MCA-000002,mca,train,True,low_resolution,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000002_low_resolution.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000002.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.373077+00:00
SYN-MCA-000003,SYN-MCA-000003,mca,train,False,,synthetic_doc_dataset\raw\mca\images\SYN-MCA-000003.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000003.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.531730+00:00
SYN-MCA-000003_blur,SYN-MCA-000003,mca,train,True,blur,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000003_blur.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000003.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.608808+00:00
SYN-MCA-000003_rotate,SYN-MCA-000003,mca,train,True,rotate,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000003_rotate.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000003.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.647268+00:00
SYN-MCA-000003_low_contrast,SYN-MCA-000003,mca,train,True,low_contrast,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000003_low_contrast.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000003.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.690529+00:00
SYN-MCA-000003_low_resolution,SYN-MCA-000003,mca,train,True,low_resolution,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000003_low_resolution.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000003.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.739565+00:00
SYN-MCA-000004,SYN-MCA-000004,mca,train,False,,synthetic_doc_dataset\raw\mca\images\SYN-MCA-000004.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.907848+00:00
SYN-MCA-000004_blur,SYN-MCA-000004,mca,train,True,blur,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000004_blur.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:09.989056+00:00
SYN-MCA-000004_rotate,SYN-MCA-000004,mca,train,True,rotate,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000004_rotate.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.022629+00:00
SYN-MCA-000004_low_contrast,SYN-MCA-000004,mca,train,True,low_contrast,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000004_low_contrast.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.065740+00:00
SYN-MCA-000004_low_resolution,SYN-MCA-000004,mca,train,True,low_resolution,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000004_low_resolution.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000004.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.116141+00:00
SYN-MCA-000005,SYN-MCA-000005,mca,train,False,,synthetic_doc_dataset\raw\mca\images\SYN-MCA-000005.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.270166+00:00
SYN-MCA-000005_blur,SYN-MCA-000005,mca,train,True,blur,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000005_blur.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.349931+00:00
SYN-MCA-000005_rotate,SYN-MCA-000005,mca,train,True,rotate,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000005_rotate.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.386563+00:00
SYN-MCA-000005_low_contrast,SYN-MCA-000005,mca,train,True,low_contrast,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000005_low_contrast.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.432475+00:00
SYN-MCA-000005_low_resolution,SYN-MCA-000005,mca,train,True,low_resolution,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000005_low_resolution.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000005.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.484180+00:00
SYN-MCA-000006,SYN-MCA-000006,mca,train,False,,synthetic_doc_dataset\raw\mca\images\SYN-MCA-000006.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.654650+00:00
SYN-MCA-000006_blur,SYN-MCA-000006,mca,train,True,blur,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000006_blur.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.756115+00:00
SYN-MCA-000006_rotate,SYN-MCA-000006,mca,train,True,rotate,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000006_rotate.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.787785+00:00
SYN-MCA-000006_low_contrast,SYN-MCA-000006,mca,train,True,low_contrast,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000006_low_contrast.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.828636+00:00
SYN-MCA-000006_low_resolution,SYN-MCA-000006,mca,train,True,low_resolution,synthetic_doc_dataset\augmented\mca\images\SYN-MCA-000006_low_resolution.png,synthetic_doc_dataset\annotations\mca\SYN-MCA-000006.json,1240,1754,SYNTHETIC / DEMO / NOT VALID,2026-09-05T07:35:10.878570+00:00
